"","GROUP_SET","GROUP_ID","GROUP_NAME","TEAM_ID","TEAM_ABBREVIATION","GP","W","L","W_PCT","MIN","E_OFF_RATING","OFF_RATING","E_DEF_RATING","DEF_RATING","E_NET_RATING","NET_RATING","AST_PCT","AST_TO","AST_RATIO","OREB_PCT","DREB_PCT","REB_PCT","TM_TOV_PCT","EFG_PCT","TS_PCT","E_PACE","PACE","PACE_PER40","POSS","PIE","GP_RANK","W_RANK","L_RANK","W_PCT_RANK","MIN_RANK","OFF_RATING_RANK","DEF_RATING_RANK","NET_RATING_RANK","AST_PCT_RANK","AST_TO_RANK","AST_RATIO_RANK","OREB_PCT_RANK","DREB_PCT_RANK","REB_PCT_RANK","TM_TOV_PCT_RANK","EFG_PCT_RANK","TS_PCT_RANK","PACE_RANK","PIE_RANK"
"1158","Lineups","-1627741-1629614-1630169-1630174-1630188-","B. Hield - A. Nembhard - T. Haliburton - A. Nesmith - J. Smith","1610612754","IND","8","4","4","0.5","18","115.7","121.1","102.3","92.1","13.4","28.9","0.667","4","21.1","0.333","0.625","0.459","0.079","0.538","0.564","101.3","104.13","86.77","38","0.627","574","677","14390","6028","1230","4993","5298","4128","5241","535","4395","4292","8948","8639","7000","6400","7082","8082","4668"
"1159","Lineups","-1627742-1629627-1630230-1630530-1630631-","B. Ingram - Z. Williamson - N. Marshall - T. Murphy III - J. Alvarado","1610612740","NOP","9","6","3","0.667","18","108.1","102.4","108.6","102.3","-0.4","0.1","0.813","2.17","21.7","0.217","0.556","0.366","0.143","0.541","0.555","105.1","111.26","92.72","42","0.444","464","357","13689","5127","1165","7006","7455","6388","3694","2246","4158","7173","9675","10686","9320","6384","7327","5272","8014"
"1160","Lineups","-201572-203081-203507-1626171-1627736-","B. Lopez - D. Lillard - G. Antetokounmpo - B. Portis - M. Beasley","1610612749","MIL","6","2","4","0.333","18","86.4","94.6","112.7","113.5","-26.3","-18.9","0.727","1.14","14.3","0.462","0.667","0.537","0.189","0.365","0.432","102.7","97.72","81.43","37","0.351","926","1606","14390","7783","1177","8997","8566","9446","4737","4564","8135","3161","7653","5367","11156","10345","10386","11023","9520"
"1161","Lineups","-201572-203114-1626166-1626171-1626192-","B. Lopez - K. Middleton - C. Payne - B. Portis - P. Connaughton","1610612749","MIL","8","3","5","0.375","18","95.6","86.8","109.1","102.6","-13.5","-15.8","0.417","1","10.2","0.3","0.789","0.538","0.132","0.422","0.465","95.2","102.97","85.81","38","0.386","574","981","14713","7744","1219","9615","7464","9160","9628","4604","9904","5546","5716","5253","9056","9482","9913","8596","9028"
"1162","Lineups","-1627732-1628969-1629651-1630560-1630592-","B. Simmons - M. Bridges - N. Claxton - C. Thomas - J. Wilson","1610612751","BKN","4","1","3","0.25","18","94.7","97.3","138.4","128.9","-43.7","-31.7","0.647","2.75","20.8","0.238","0.714","0.429","0.108","0.474","0.474","95.7","97.74","81.45","37","0.302","1614","3115","13689","8354","1157","8869","10513","10307","6303","1693","4540","6916","7089","9197","7976","8697","9774","11017","10183"
"1163","Lineups","-1629643-1629678-1631216-1641710-1641724-","C. Okeke - A. Schofield - C. Houstan - A. Black - J. Howard","1610612753","ORL","5","3","2","0.6","18","85.3","79.1","86.9","81.4","-1.6","-2.3","0.8","0.8","14.8","0.15","0.81","0.488","0.233","0.464","0.518","107","114.88","95.73","43","0.411","1192","981","11854","5749","1199","10373","4379","8107","3714","6338","8069","8162","5250","8101","12276","8813","8140","4308","8654"
"1164","Lineups","-1626224-1629640-1630170-1631103-1631230-","C. Osman - K. Johnson - D. Vassell - M. Branham - D. Barlow","1610612759","SAS","7","2","5","0.286","18","129.1","120.6","115.8","115","13.3","5.6","0.647","11","20.4","0.45","0.696","0.581","0.029","0.527","0.529","95.9","99.31","82.76","34","0.519","743","1606","14713","8316","1205","5032","8771","6022","6303","10","4634","3218","7446","4295","6224","6613","7911","10345","6534"
"1165","Lineups","-1626224-1629640-1630170-1630200-1631110-","C. Osman - K. Johnson - D. Vassell - T. Jones - J. Sochan","1610612759","SAS","8","1","7","0.125","18","94.1","97.4","114","102.4","-19.9","-5","0.769","5","18.5","0.24","0.75","0.439","0.051","0.405","0.459","101.5","105.11","87.59","39","0.401","574","3115","15012","8656","1172","8861","7460","8325","4089","288","6030","6907","6081","9096","6412","9723","10000","7614","8765"
"1166","Lineups","-101108-201939-203110-203952-1631218-","C. Paul - S. Curry - D. Green - A. Wiggins - T. Jackson-Davis","1610612744","GSW","1","1","0","1","18","101.9","97.4","88.7","86.5","13.2","10.9","0.813","2.17","24.5","0.125","0.81","0.514","0.158","0.565","0.572","98.2","101.69","84.75","38","0.645","6217","3115","1","1","1221","8865","4807","5606","3694","2246","3209","8367","5250","5752","10077","5856","6825","9282","4425"
"1167","Lineups","-101108-201939-202691-203110-203952-","C. Paul - S. Curry - K. Thompson - D. Green - A. Wiggins","1610612744","GSW","11","5","6","0.455","18","100.7","95.5","141.3","131.8","-40.7","-36.4","0.714","1.67","16.9","0.227","0.474","0.341","0.136","0.471","0.529","112.8","119.97","99.97","44","0.252","300","483","14898","7550","1226","8955","10662","10725","4807","3605","6740","7026","11214","10869","9211","8722","7914","3403","10732"
"1168","Lineups","-203469-1629627-1630230-1630631-1641722-","C. Zeller - Z. Williamson - N. Marshall - J. Alvarado - J. Hawkins","1610612740","NOP","5","3","2","0.6","18","119.7","121.6","126.1","134.3","-6.4","-12.7","0.833","2","17.9","0.409","0.65","0.524","0.135","0.471","0.554","101.7","97.77","81.48","37","0.435","1192","981","11854","5749","1224","4944","11197","8939","3517","2320","6423","3479","8768","5585","9196","8722","7332","11006","8206"
"1169","Lineups","-201942-202696-203897-1630172-1630245-","D. DeRozan - N. Vucevic - Z. LaVine - P. Williams - A. Dosunmu","1610612741","CHI","6","1","5","0.167","18","102.7","102.6","111.7","119.4","-9.1","-16.9","0.571","8","15.7","0.182","0.647","0.385","0.026","0.431","0.501","105.1","101.79","84.83","39","0.464","926","3115","14713","8614","1223","7000","9286","9330","7237","51","7728","7754","8785","10376","6217","9329","8629","9240","7655"
"1170","Lineups","-203957-1627884-1629029-1629684-1641726-","D. Exum - D. Jones Jr. - L. Doncic - G. Williams - D. Lively II","1610612742","DAL","4","2","2","0.5","18","133.9","137.5","93.2","95.1","40.7","42.4","0.381","2.67","16.3","0.067","0.667","0.417","0.075","0.667","0.704","110.4","107.8","89.83","40","0.628","1614","1606","11854","6028","1190","3181","5517","3269","9870","1722","7548","8670","7653","9581","6875","3604","3722","6454","4654"
"1171","Lineups","-1628378-1628386-1629731-1630171-1630241-","D. Mitchell - J. Allen - D. Wade - I. Okoro - S. Merrill","1610612739","CLE","6","5","1","0.833","18","114.2","112.8","81.4","80.6","32.9","32.3","0.786","1.38","19.6","0.316","0.636","0.488","0.205","0.578","0.619","99.5","100.65","83.88","39","0.678","926","483","4581","4652","1205","6033","4353","3965","3994","4235","5627","5415","8860","8101","11867","5577","5610","9778","3948"
"1172","Lineups","-1628378-1629622-1629731-1630171-1630596-","D. Mitchell - M. Strus - D. Wade - I. Okoro - E. Mobley","1610612739","CLE","3","1","2","0.333","18","64.3","63.9","102.6","100","-38.3","-36.1","0.556","0.83","10","0.321","0.778","0.5","0.167","0.278","0.305","95.3","96.9","80.75","36","0.235","2278","3115","11854","7783","1212","11531","5668","10714","7436","6309","9906","5377","5816","5848","10188","11430","12059","11352","10917"
"1173","Lineups","-203939-203957-1627884-1629029-1629684-","D. Powell - D. Exum - D. Jones Jr. - L. Doncic - G. Williams","1610612742","DAL","3","1","2","0.333","18","91","94.9","114.4","117.1","-23.4","-22.2","0.467","0.88","13.5","0.273","0.789","0.512","0.205","0.486","0.491","108","104.63","87.19","39","0.286","2278","3115","11854","7783","1164","8983","9107","9679","9419","6295","8757","5969","5716","5767","11867","8600","9548","7864","10339"
"1174","Lineups","-1627734-1628370-1628989-1630558-1631099-","D. Sabonis - M. Monk - K. Huerter - D. Mitchell - K. Murray","1610612758","SAC","9","3","6","0.333","18","80.9","76.9","117.8","118.4","-36.9","-41.5","0.667","2","16.3","0.095","0.684","0.375","0.103","0.406","0.428","100.2","102.51","85.42","39","0.287","464","981","14898","7783","1192","10476","9221","11005","5241","2320","7548","8600","7578","10470","7836","9714","10453","8938","10337"
"1175","Lineups","-203471-1627751-1627783-1628384-1628449-","D. Schroder - J. Poeltl - P. Siakam - O. Anunoby - C. Boucher","1610612761","TOR","7","1","6","0.143","18","114.4","116.2","107.7","105.1","6.7","11.1","0.6","1.5","17","0.368","0.722","0.541","0.162","0.5","0.557","101.2","101.62","84.68","37","0.579","743","3115","14898","8639","1201","5681","7642","5591","6738","3808","6729","4098","7025","5234","10156","6808","7257","9337","5414"
"1176","Lineups","-203095-1628972-1629002-1630164-1630201-","E. Fournier - T. Brown Jr. - C. Metu - J. Wiseman - M. Flynn","1610612765","DET","3","1","2","0.333","18","80.4","82.9","73.3","66.7","7.1","16.2","0.417","1.25","11.6","0.158","0.867","0.471","0.114","0.417","0.438","92","94.93","79.11","35","0.512","2278","3115","11854","7783","1201","10018","2971","5183","9628","4423","9472","8115","4643","8367","8335","9505","10251","12059","6644"
"1177","Lineups","-1627832-1629111-1630224-1631095-1641708-","F. VanVleet - J. Landale - J. Green - J. Smith Jr. - A. Thompson","1610612745","HOU","7","7","0","1","18","109.1","102.6","76.6","69","32.5","33.6","0.667","2.5","18.5","0.3","0.85","0.575","0.105","0.5","0.53","100.9","109.57","91.31","38","0.657","743","265","1","1","1229","6995","3531","3714","5241","1815","6030","5546","4822","4360","7885","6808","7883","5843","4294"
"1178","Lineups","-203914-204060-1629048-1631094-1641710-","G. Harris - J. Ingles - G. Bitadze - P. Banchero - A. Black","1610612753","ORL","7","7","0","1","18","102.8","102.5","81.9","76.9","20.9","25.6","0.611","1.38","19.3","0.375","0.889","0.647","0.2","0.588","0.588","104.7","108.14","90.11","40","0.567","743","265","1","1","1228","7002","4003","4350","6691","4235","5723","3946","4446","3077","11241","5321","6465","6313","5659"
"1179","Lineups","-1627777-1628378-1628386-1629622-1629636-","G. Niang - D. Mitchell - J. Allen - M. Strus - D. Garland","1610612739","CLE","6","3","3","0.5","18","115.6","111.8","133","129.4","-17.4","-17.6","0.6","1.29","20","0.167","0.5","0.389","0.206","0.667","0.681","88.8","91.51","76.26","34","0.448","926","981","13689","6028","1212","6182","10521","9373","6738","4402","4684","7847","9846","10347","11871","3604","4185","13068","7962"
"1180","Lineups","-1627777-1629622-1630241-1630596-1641854-","G. Niang - M. Strus - S. Merrill - E. Mobley - C. Porter Jr.","1610612739","CLE","3","1","2","0.333","18","117.4","112.5","92.8","88.4","24.7","24.1","0.824","4.67","25","0.105","0.95","0.538","0.075","0.583","0.603","107","112.01","93.35","40","0.579","2278","3115","11854","7783","1215","6044","4984","4531","3665","466","2246","8558","4321","5253","6875","5364","6041","5030","5416"
"1181","Lineups","-203084-1626168-1628368-1628370-1628426-","H. Barnes - T. Lyles - D. Fox - M. Monk - A. Vezenkov","1610612758","SAC","5","2","3","0.4","18","103.9","107.5","119.6","115.4","-15.7","-7.9","0.333","1","9.8","0.333","0.652","0.5","0.125","0.514","0.532","106.3","106.24","88.53","40","0.434","1192","1606","13689","7618","1211","6664","8796","8532","9923","4604","10078","4292","8758","5848","8573","6761","7771","7091","8236"
"1182","Lineups","-1630641-1631200-1631303-1641712-1641739-","I. Badji - K. Murray - J. Minaya - R. Rupert - T. Camara","1610612757","POR","2","0","2","0","18","97.5","90.9","81.3","83.3","16.3","7.6","0.583","1.75","14","0.435","0.65","0.535","0.121","0.386","0.408","81.9","83.84","69.87","33","0.594","3544","8685","11854","8685","1190","9223","4459","5891","7167","3514","8664","3301","8768","5391","8520","10076","10762","14460","5204"
"1183","Lineups","-202397-1628970-1628998-1630208-1641706-","I. Smith - M. Bridges - C. Martin - N. Richards - B. Miller","1610612766","CHA","4","0","4","0","18","99.5","102.7","121.3","117.5","-21.8","-14.8","0.563","2.25","17","0.304","0.778","0.512","0.108","0.447","0.473","103.6","103.63","86.36","37","0.359","1614","8685","14390","8685","1212","6987","9130","9080","7409","2164","6729","5523","5816","5767","7976","9082","9784","8345","9413"
"1184","Lineups","-203903-1627739-1628374-1628381-1629012-","J. Clarkson - K. Dunn - L. Markkanen - J. Collins - C. Sexton","1610612762","UTA","8","2","6","0.25","18","131.3","132.6","114.9","109.3","16.5","23.3","0.571","3","18.5","0.524","0.667","0.59","0.093","0.571","0.614","110.7","112.89","94.07","43","0.578","574","1606","14898","8354","1171","3887","8050","4586","7237","1051","6059","1678","7653","4151","7465","5657","5809","4812","5438"
"1185","Lineups","-203903-1628374-1630534-1631117-1641718-","J. Clarkson - L. Markkanen - O. Agbaji - W. Kessler - K. George","1610612762","UTA","10","7","3","0.7","18","110.1","105","115.1","112.2","-5.1","-7.2","0.643","1.8","16.7","0.3","0.75","0.5","0.125","0.484","0.565","105.8","109.73","91.44","40","0.446","366","265","13689","5094","1218","6869","8370","8485","6327","3479","6760","5546","6081","5848","8573","8611","7075","5787","8007"
"1186","Lineups","-201145-1627832-1628415-1630578-1631095-","J. Green - F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr.","1610612745","HOU","3","2","1","0.667","18","109.9","111.1","103.7","108.6","6.2","2.5","0.733","2.75","22.4","0.133","0.545","0.378","0.111","0.569","0.599","96.5","93.8","78.17","36","0.566","2278","1606","4581","5127","1179","6226","7952","6238","4713","1693","3726","8343","9761","10466","8013","5789","6199","12454","5680"
"1187","Lineups","-201935-202695-1628464-1629599-1629611-","J. Harden - K. Leonard - D. Theis - A. Coffey - T. Mann","1610612746","LAC","3","2","1","0.667","18","113.2","115.8","126.1","122.2","-13","-6.4","0.684","2.17","23.2","0.313","0.833","0.536","0.158","0.6","0.613","97","97.32","81.1","38","0.456","2278","1606","4581","5127","1173","5699","9663","8420","5178","2246","3487","5431","4873","5375","10077","4987","5821","11180","7823"
"1188","Lineups","-201935-202331-202695-1626181-1628464-","J. Harden - P. George - K. Leonard - N. Powell - D. Theis","1610612746","LAC","7","5","2","0.714","18","109.1","102.4","91.6","94.6","17.5","7.8","0.5","2.33","13.5","0.15","0.667","0.432","0.071","0.5","0.56","104.2","106.03","88.36","42","0.597","743","483","11854","5049","1208","7006","5490","5866","7668","2065","8757","8162","7653","9185","6761","6808","7214","7177","5154"
"1189","Lineups","-201950-204001-1627759-1628369-1630202-","J. Holiday - K. Porzingis - J. Brown - J. Tatum - P. Pritchard","1610612738","BOS","8","4","4","0.5","18","118.2","114.3","129.5","136.4","-11.3","-22.1","0.615","2.67","16.7","0.294","0.5","0.394","0.086","0.533","0.574","93.5","92.67","77.22","35","0.448","574","677","14390","6028","1225","5821","11259","9675","6648","1722","6760","5646","9846","10322","7203","6500","6802","12761","7972"
"1190","Lineups","-1628991-1629723-1631223-1631246-1631367-","J. Jackson Jr. - J. Konchar - D. Roddy - V. Williams Jr. - J. Gilyard","1610612763","MEM","2","1","1","0.5","18","89.1","97.3","126.8","128.9","-37.7","-31.7","0.818","1.13","17","0.318","0.636","0.424","0.216","0.453","0.495","105.1","99.72","83.1","37","0.261","3544","3115","4581","6028","1188","8869","10513","10307","3666","4577","6729","5398","8860","9520","11996","9000","9518","10205","10655"
"1191","Lineups","-1629673-1630166-1630557-1631098-1641774-","J. Poole - D. Avdija - C. Kispert - J. Davis - T. Vukcevic","1610612764","WAS","2","0","2","0","18","94.1","97.4","114.4","115","-20.3","-17.6","0.875","2.33","25.9","0.111","0.619","0.385","0.158","0.545","0.539","105.1","103.05","85.87","38","0.423","3544","8685","11854","8685","1179","8865","8771","9372","3362","2065","2195","8492","9075","10376","10077","6264","7661","8577","8453"
"1192","Lineups","-1626196-1628389-1628997-1629130-1629312-","J. Richardson - B. Adebayo - C. Martin - D. Robinson - H. Highsmith","1610612748","MIA","3","2","1","0.667","18","55.1","60","116.9","117.1","-61.7","-57.1","0.625","1","10","0.385","0.733","0.512","0.143","0.235","0.283","95.9","91.72","76.43","35","0.043","2278","1606","4581","5127","1166","11621","9114","11853","6499","4604","9906","3892","6893","5767","9320","11833","12199","13014","12145"
"1193","Lineups","-202685-1627742-1629627-1630529-1630631-","J. Valanciunas - B. Ingram - Z. Williamson - H. Jones - J. Alvarado","1610612740","NOP","7","4","3","0.571","18","118.1","119.4","106.5","107.9","11.6","11.5","0.688","2.2","21.6","0.267","0.727","0.541","0.139","0.621","0.644","101.1","99.92","83.27","36","0.582","743","677","13689","5911","1216","5283","7890","5545","5153","2216","4176","6048","6944","5234","9272","4741","5035","10124","5380"
"1194","Lineups","-202685-1627742-1629627-1630529-1641722-","J. Valanciunas - B. Ingram - Z. Williamson - H. Jones - J. Hawkins","1610612740","NOP","4","2","2","0.5","18","90.6","94.4","116.9","122.2","-26.3","-27.8","0.615","2","17","0.15","0.75","0.45","0.111","0.438","0.479","100.9","96.68","80.57","36","0.344","1614","1606","11854","6028","1209","9001","9663","10088","6648","2320","6716","8162","6081","8838","8013","9201","9700","11424","9601"
"1195","Lineups","-203937-1626157-1628972-1629003-1629675-","K. Anderson - K. Towns - T. Brown Jr. - S. Milton - N. Reid","1610612750","MIN","5","4","1","0.8","18","94.3","100","82.3","89.2","12","10.8","0.417","0.83","10.6","0.333","0.615","0.5","0.167","0.464","0.527","103.9","96.97","80.81","36","0.602","1192","677","4581","4704","1185","7045","5085","5610","9628","6309","9837","4292","9089","5848","10188","8813","7950","11315","5002"
"1196","Lineups","-203937-1629003-1629638-1629675-1630162-","K. Anderson - S. Milton - N. Alexander-Walker - N. Reid - A. Edwards","1610612750","MIN","9","8","1","0.889","18","130.5","123.8","95.2","87.5","35.3","36.3","0.556","1.67","17.5","0.4","0.75","0.615","0.143","0.636","0.687","101","108.08","90.07","42","0.694","464","206","4581","4595","1175","4732","4847","3610","7436","3605","6558","3498","6081","3447","9320","4330","4103","6321","3774"
"1197","Lineups","-1627739-1628374-1631117-1631323-1641718-","K. Dunn - L. Markkanen - W. Kessler - S. Fontecchio - K. George","1610612762","UTA","5","4","1","0.8","18","132.8","115.4","97.7","97.4","35.1","18","0.765","1.3","23.6","0.3","0.7","0.567","0.256","0.827","0.837","97.3","104.38","86.98","39","0.646","1192","677","4581","4704","1220","5729","5624","4966","4121","4399","3367","5546","7356","4680","13052","1969","1965","7952","4409"
"1198","Lineups","-201142-201569-1629139-1629234-1630692-","K. Durant - E. Gordon - Y. Watanabe - D. Eubanks - J. Goodwin","1610612756","PHX","5","3","2","0.6","18","99.1","97.1","106.1","113.9","-7","-16.7","0.714","3.33","20","0.25","0.619","0.439","0.086","0.456","0.481","95.7","93.14","77.62","35","0.51","1192","981","11854","5749","1169","8876","8594","9327","4807","972","4684","6171","9075","9096","7203","8949","9669","12626","6688"
"1199","Lineups","-201142-1629139-1629234-1629642-1630692-","K. Durant - Y. Watanabe - D. Eubanks - N. Little - J. Goodwin","1610612756","PHX","5","1","4","0.2","18","122.2","117.1","83.7","77.3","38.5","39.8","0.5","1.33","15.1","0.267","0.737","0.529","0.146","0.597","0.662","105.8","112.53","93.78","41","0.676","1192","3115","14390","8544","1182","5483","4025","3430","7668","4253","7977","6048","6865","5478","9822","5203","4685","4887","3961"
"1200","Lineups","-1630165-1630191-1630587-1630595-1631105-","K. Hayes - I. Stewart - I. Livers - C. Cunningham - J. Duren","1610612765","DET","1","0","1","0","18","87","91.9","128.3","126.3","-41.3","-34.4","0.533","1","16","0.278","0.65","0.474","0.216","0.516","0.499","99.5","97.56","81.3","37","0.295","6217","8685","4581","8685","1155","9172","10268","10635","7602","4604","7610","5939","8768","8318","11996","6738","9485","11101","10268"
"1201","Lineups","-202681-1627884-1628467-1629023-1629029-","K. Irving - D. Jones Jr. - M. Kleber - P. Washington - L. Doncic","1610612742","DAL","3","2","1","0.667","18","107.5","108.3","59.5","57.9","48","50.4","0.538","1.17","14.6","0.294","0.8","0.595","0.167","0.5","0.569","98","98.99","82.49","36","0.904","2278","1606","4581","5127","1203","6559","2730","2678","7576","4542","8118","5646","5280","4121","10188","6808","6938","10520","2193"
"1202","Lineups","-1630163-1630177-1630208-1630550-1641706-","L. Ball - T. Maledon - N. Richards - J. Thor - B. Miller","1610612766","CHA","7","2","5","0.286","18","91.4","88","127.1","126.7","-35.8","-38.7","0.692","0.64","13.4","0.429","0.762","0.595","0.28","0.456","0.548","123.9","126.55","105.46","50","0.346","743","1606","14713","8316","1193","9489","10286","10838","5106","6626","8762","3307","6025","4121","13173","8949","7481","2445","9576"
"1203","Lineups","-2544-203076-1626156-1627752-1629060-","L. James - A. Davis - D. Russell - T. Prince - R. Hachimura","1610612747","LAL","9","5","4","0.556","18","105.2","100","152.2","147.5","-47","-47.5","0.765","4.33","22.8","0.263","0.556","0.405","0.077","0.5","0.512","100.6","104.77","87.31","39","0.333","464","483","14390","5960","1183","7045","12015","11275","4121","514","3647","6099","9675","9754","6884","6808","8324","7774","9671"
"1204","Lineups","-2544-1626156-1627752-1629637-1630559-","L. James - D. Russell - T. Prince - J. Hayes - A. Reaves","1610612747","LAL","4","2","2","0.5","18","97.7","97.6","117.2","118.6","-19.5","-21","0.4","1.2","12","0.143","0.667","0.385","0.122","0.486","0.513","110.4","109.76","91.47","41","0.358","1614","1606","11854","6028","1162","8856","9228","9625","9659","4501","9374","8179","7653","10376","8537","8600","8278","5781","9422"
"1205","Lineups","-2544-1626156-1627752-1629060-1630559-","L. James - D. Russell - T. Prince - R. Hachimura - A. Reaves","1610612747","LAL","7","1","6","0.143","18","121.5","114","123.2","120","-1.7","-6","0.619","3.25","21.3","0.278","0.706","0.486","0.093","0.59","0.608","102.9","107.7","89.75","43","0.502","743","3115","14898","8639","1152","5941","9297","8395","6628","1007","4353","5939","7320","8120","7465","5305","5929","6489","6776"
"1206","Lineups","-2544-203915-1629060-1629637-1630559-","L. James - S. Dinwiddie - R. Hachimura - J. Hayes - A. Reaves","1610612747","LAL","11","8","3","0.727","18","107","94.7","107.1","110","-0.1","-15.3","0.571","1.6","17","0.077","0.6","0.421","0.132","0.596","0.628","98","102.33","85.28","38","0.483","300","206","13689","5035","1170","8984","8091","9120","7237","3750","6716","8650","9152","9553","9056","5205","5322","9010","7341"
"1207","Lineups","-1628379-1628991-1630217-1630583-1641713-","L. Kennard - J. Jackson Jr. - D. Bane - S. Aldama - G. Jackson","1610612763","MEM","1","0","1","0","18","101.7","100","105.2","100","-3.5","0","0.846","1.83","20","0.05","0.882","0.432","0.14","0.531","0.577","112.3","116.11","96.76","43","0.439","6217","8685","4581","8685","1198","7045","5668","6390","3501","3452","4684","8688","4521","9177","9290","6533","6752","4026","8145"
"1208","Lineups","-1630205-1630533-1630583-1630692-1631246-","L. Stevens - Z. Williams - S. Aldama - J. Goodwin - V. Williams Jr.","1610612763","MEM","2","1","1","0.5","18","86.4","91.2","86","88.9","0.4","2.3","0.75","1.5","18","0.304","0.773","0.533","0.176","0.456","0.444","97","92.9","77.42","34","0.555","3544","3115","4581","6028","1184","9220","4995","6255","4145","3808","6400","5523","5931","5398","10838","8949","10180","12667","5887"
"1209","Lineups","-201144-1629638-1629675-1630162-1630183-","M. Conley - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels","1610612750","MIN","4","2","2","0.5","18","85.3","82.9","141.4","140","-56.2","-57.1","0.533","2","15.1","0.167","0.467","0.282","0.098","0.423","0.426","106.1","108.08","90.07","41","0.214","1614","1606","11854","6028","1197","10016","11491","11850","7602","2320","7977","7847","11220","12052","7578","9462","10458","6322","11108"
"1210","Lineups","-201144-203497-203937-1629638-1630162-","M. Conley - R. Gobert - K. Anderson - N. Alexander-Walker - A. Edwards","1610612750","MIN","13","11","2","0.846","18","159.3","137.2","113.2","110.6","46","26.6","0.667","1.71","20.3","0.444","0.792","0.697","0.163","0.865","0.893","109.6","118.94","99.12","43","0.676","206","91","11854","4647","1181","3274","8198","4305","5241","3585","4643","3228","5704","2062","10166","1620","1626","3504","3966"
"1211","Lineups","-203488-1630595-1631093-1631105-1641709-","M. Muscala - C. Cunningham - J. Ivey - J. Duren - A. Thompson","1610612765","DET","2","1","1","0.5","18","71.3","77.1","107.6","100","-36.3","-22.9","0.636","0.88","13.7","0.375","0.842","0.581","0.229","0.357","0.376","96.3","95.91","79.93","35","0.185","3544","3115","4581","6028","1193","10474","5668","9737","6383","6295","8701","3946","4854","4295","12216","10386","11133","11751","11333"
"1212","Lineups","-203935-1629723-1630214-1630217-1631223-","M. Smart - J. Konchar - X. Tillman - D. Bane - D. Roddy","1610612763","MEM","3","0","3","0","18","115.7","112.5","104.8","100","11","12.5","0.6","1.71","21.4","0.25","0.889","0.588","0.175","0.643","0.627","103.5","107.44","89.54","40","0.525","2278","8685","13689","8685","1166","6044","5668","5452","6738","3585","4194","6171","4446","4152","10823","4194","5350","6611","6413"
"1213","Lineups","-1626167-1627741-1630167-1630169-1630174-","M. Turner - B. Hield - O. Toppin - T. Haliburton - A. Nesmith","1610612754","IND","8","6","2","0.75","18","111.1","107.1","90.4","88.6","20.7","18.5","0.714","3.33","16.9","0.28","0.773","0.511","0.071","0.474","0.529","110.1","113.11","94.26","42","0.58","574","357","11854","4823","1174","6677","4992","4931","4807","972","6740","5925","5931","5791","6761","8693","7908","4749","5411"
"1214","Lineups","-1626167-1627741-1630167-1630169-1631097-","M. Turner - B. Hield - O. Toppin - T. Haliburton - B. Mathurin","1610612754","IND","12","6","6","0.5","18","125.4","124.4","147.2","131.8","-21.8","-7.4","0.667","2.8","21.9","0.278","0.5","0.395","0.111","0.667","0.672","109.4","115.81","96.51","45","0.479","252","357","14898","6028","1156","4706","10662","8494","5241","1680","4088","5939","9846","10321","8013","3604","4338","4069","7420"
"1215","Lineups","-201587-203486-1626181-1630231-1630538-","N. Batum - M. Plumlee - N. Powell - K. Martin - B. Hyland","1610612746","LAC","2","2","0","1","18","88","87.2","96.7","100","-8.7","-12.8","0.417","0.83","9.6","0.333","0.773","0.543","0.154","0.417","0.44","107.2","105.85","88.21","39","0.424","3544","1606","1","1","1222","9597","5668","8945","9628","6309","10089","4292","5931","5187","9936","9505","10240","7270","8447"
"1216","Lineups","-201587-201976-202694-1630178-1630194-","N. Batum - P. Beverley - M. Morris Sr. - T. Maxey - P. Reed","1610612755","PHI","8","6","2","0.75","18","148.4","156.8","73.4","67.6","75.1","89.2","0.667","7","23.7","0.421","0.875","0.629","0.054","0.638","0.673","97.5","98.67","82.22","37","0.838","574","357","11854","4823","1196","1945","3510","1475","5241","92","3350","3433","4538","3238","6455","4326","4329","10649","2565"
"1217","Lineups","-201587-201976-202699-203954-1630178-","N. Batum - P. Beverley - T. Harris - J. Embiid - T. Maxey","1610612755","PHI","5","5","0","1","18","109.2","107.5","93.1","92.5","16.2","15","0.833","2","18.2","0.25","0.692","0.5","0.125","0.467","0.56","103.7","104.84","87.37","40","0.608","1192","483","1","1","1168","6664","5338","5265","3517","2320","6106","6171","7468","5848","8573","8786","7210","7753","4953"
"1218","Lineups","-202696-1628470-1629632-1630172-1630245-","N. Vucevic - T. Craig - C. White - P. Williams - A. Dosunmu","1610612741","CHI","6","4","2","0.667","18","149.6","152.8","147.2","144.1","2.4","8.7","0.714","5","25.9","0.438","0.667","0.559","0.083","0.703","0.709","94.1","94.03","78.36","36","0.538","926","677","11854","5127","1210","2042","11878","5780","4807","288","2213","3291","7653","4795","7041","3167","3648","12365","6188"
"1219","Lineups","-1628384-1628392-1628404-1629656-1630540-","O. Anunoby - I. Hartenstein - J. Hart - Q. Grimes - M. McBride","1610612752","NYK","6","4","2","0.667","18","83.9","78.9","95.9","95","-12","-16.1","0.636","0.64","13.7","0.353","0.864","0.641","0.289","0.464","0.504","101.9","105.46","87.89","38","0.409","926","677","11854","5127","1217","10376","5507","9175","6383","6627","8701","4218","4654","3137","13356","8813","8586","7433","8677"
